feelings_life,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male,age
8,No,Not a visible minority,"Single, never married",6,4,4,6,4,2,1,39.7
9,No,Visible minority,"Single, never married",6,4,4,5,2,2,0,25.8
10,No,Visible minority,Married,6,3,3,6,1,2,0,33.2
8,No,Don't know,Living common-law,7,1,4,5,4,0,0,47.7
8,No,Not a visible minority,Living common-law,6,5,5,3,1,4,1,36.3
8,No,Not a visible minority,"Single, never married",1,4,3,6,6,0,1,41.8
9,No,Not a visible minority,Married,3,3,4,6,6,2,1,32.5
5,No,Not a visible minority,Married,6,3,3,6,2,0,0,40.5
9,No,Not a visible minority,Married,3,4,4,3,2,4,1,34.3
10,No,Not a visible minority,Married,3,5,5,4,3,2,0,30.2
9,No,Not a visible minority,Married,6,4,4,5,4,0,1,44.3
4,No,Not a visible minority,"Single, never married",6,2,2,4,4,0,0,32.1
7,No,Not a visible minority,Married,3,3,1,4,2,0,1,47.3
10,No,Visible minority,"Single, never married",1,3,4,1,1,2,1,17.1
10,No,Not a visible minority,Separated,4,4,4,5,4,0,1,35.7
8,No,Not a visible minority,Married,3,5,5,2,2,0,0,41.8
9,No,Not a visible minority,"Single, never married",2,4,4,6,1,2,0,21.9
8,No,Not a visible minority,Living common-law,4,5,5,4,3,0,1,31
8,No,Not a visible minority,Divorced,2,3,4,3,3,0,1,48.3
9,No,Not a visible minority,Married,7,5,5,4,4,0,0,40.8
1,No,Not a visible minority,Married,5,5,5,4,3,0,0,48.8
7,No,Not a visible minority,"Single, never married",1,3,3,6,1,0,0,22
8,No,Not a visible minority,Divorced,6,3,3,4,4,0,1,37.9
7,No,Not a visible minority,"Single, never married",3,3,4,6,6,0,1,49.8
9,No,Not a visible minority,Married,3,5,5,6,5,0,1,38.1
6,No,Not a visible minority,Married,5,5,5,6,3,0,0,40.3
10,No,Not a visible minority,"Single, never married",2,5,5,4,1,2,1,19.6
7,No,Not a visible minority,"Single, never married",2,1,2,1,1,3,0,19.3
7,No,Not a visible minority,Living common-law,4,3,5,5,1,2,0,40.3
8,No,Not a visible minority,Living common-law,6,3,3,6,3,0,0,35
9,No,Not a visible minority,Married,7,4,4,6,5,0,1,48.5
9,No,Not a visible minority,Married,6,5,5,6,1,0,0,36.7
8,No,Not a visible minority,"Single, never married",1,4,4,5,1,3,1,16.8
10,Don't know,Not a visible minority,Married,1,3,3,2,1,0,1,43.1
8,No,Not a visible minority,Married,4,4,4,4,2,0,1,44.5
5,No,Visible minority,Married,5,4,4,6,5,0,1,52.2
8,No,Not a visible minority,Married,3,4,3,6,1,0,0,37.1
8,Yes,Not a visible minority,"Single, never married",1,5,5,1,1,2,1,31.9
10,No,Not a visible minority,Married,3,5,5,2,1,1,0,32.8
9,No,Not a visible minority,Married,2,4,5,5,1,0,0,29.2
7,No,Not a visible minority,"Single, never married",1,3,3,1,1,2,0,21.3
10,No,Not a visible minority,Living common-law,2,5,5,4,3,0,1,30.4
7,No,Not a visible minority,"Single, never married",2,2,4,6,1,1,0,23
8,No,Not a visible minority,Married,3,3,3,5,1,0,0,49.6
10,No,Not a visible minority,Married,3,5,5,5,3,2,1,30.1
9,No,Not a visible minority,"Single, never married",2,3,3,1,1,0,0,34.8
7,No,Not a visible minority,"Single, never married",6,4,5,1,1,2,1,23.3
8,No,Not a visible minority,Married,3,3,5,6,6,0,1,40.9
9,No,Not a visible minority,Married,7,3,3,4,2,0,0,48.2
10,No,Not a visible minority,Separated,2,5,5,1,1,0,0,40.9
7,No,Not a visible minority,"Single, never married",4,4,1,1,1,1,1,31.3
7,No,Not a visible minority,"Single, never married",2,3,3,1,1,0,1,19.7
10,No,Not a visible minority,"Single, never married",6,3,4,2,2,4,0,29.1
8,No,Not a visible minority,Married,5,3,3,5,3,0,0,40.3
7,No,Not a visible minority,Married,3,4,4,4,3,2,1,37.2
9,No,Not a visible minority,Married,2,4,5,3,2,0,0,35.3
7,No,Not a visible minority,Living common-law,7,4,4,4,2,2,0,30.8
8,No,Not a visible minority,"Single, never married",2,5,5,2,1,3,1,30.2
7,No,Not a visible minority,Married,3,3,3,4,2,0,1,34.8
8,No,Not a visible minority,Married,6,4,3,5,2,0,0,38.6
9,No,Not a visible minority,Living common-law,6,4,3,3,3,2,0,27.3
9,No,Visible minority,"Single, never married",1,5,5,4,1,3,1,15.2
9,No,Not a visible minority,Divorced,7,4,4,4,4,0,0,40.6
7,No,Not a visible minority,Living common-law,1,3,4,3,2,2,1,31.6
8,Yes,Not a visible minority,Married,4,4,4,6,4,2,1,29.8
8,No,Not a visible minority,Divorced,7,4,4,4,4,0,0,46.9
8,No,Not a visible minority,Living common-law,7,4,5,5,3,0,0,35.3
7,No,Not a visible minority,"Single, never married",6,4,3,4,1,3,0,22.8
7,Yes,Not a visible minority,Married,7,4,4,6,6,0,1,44.3
9,No,Visible minority,Living common-law,3,5,5,6,6,2,0,34.7
7,No,Not a visible minority,Living common-law,4,4,4,3,3,0,1,40.3
9,Yes,Not a visible minority,Living common-law,2,4,4,6,5,0,1,50.3
10,No,Not a visible minority,Divorced,1,5,5,4,3,0,0,47.5
10,No,Not a visible minority,Separated,2,4,4,2,2,0,1,42.6
10,Yes,Not a visible minority,"Single, never married",1,3,3,2,1,2,1,18.2
7,No,Not a visible minority,Married,6,4,4,5,2,0,1,41.9
8,No,Not a visible minority,Divorced,3,4,4,3,3,0,1,43.3
7,No,Not a visible minority,Living common-law,6,5,3,6,4,0,0,41.3
8,No,Not a visible minority,Married,2,4,3,5,4,3,1,29.9
7,No,Not a visible minority,"Single, never married",3,4,3,6,1,3,0,18.8
7,No,Visible minority,"Single, never married",1,3,4,4,1,4,0,20.5
8,No,Not a visible minority,Living common-law,1,4,4,5,1,0,0,37.2
9,No,Visible minority,"Single, never married",6,4,5,3,3,2,1,29
10,No,Not a visible minority,Married,6,5,5,5,4,4,1,42.5
8,No,Not a visible minority,Married,4,4,4,4,3,0,1,38.4
7,No,Not a visible minority,Married,6,5,4,6,1,0,0,47.4
8,No,Not a visible minority,Married,3,4,4,6,4,0,1,37.3
8,No,Not a visible minority,"Single, never married",2,4,4,1,1,0,1,50.8
6,No,Not a visible minority,Living common-law,6,4,2,5,1,3,0,32.3
9,No,Not a visible minority,"Single, never married",3,5,4,2,2,3,1,25.9
8,No,Not a visible minority,"Single, never married",5,3,3,3,3,0,0,45.6
8,No,Not a visible minority,Married,6,3,3,6,4,0,0,37.8
7,No,Visible minority,Married,3,4,3,5,1,0,0,44
6,Yes,Not a visible minority,Separated,2,3,3,2,2,0,1,46.4
10,No,Not a visible minority,Living common-law,2,5,5,4,2,3,0,41.2
7,No,Not a visible minority,"Single, never married",3,3,3,1,1,2,1,25.1
9,No,Not a visible minority,Living common-law,2,3,3,5,4,0,1,42.6
10,No,Not a visible minority,Married,3,4,5,2,2,0,0,37.6
8,No,Not a visible minority,Married,3,3,4,4,3,2,1,38.8
9,No,Visible minority,"Single, never married",5,3,5,2,2,2,1,28.2
7,No,Not a visible minority,Married,6,4,4,6,5,0,1,36.3
9,No,Not a visible minority,Married,3,5,5,6,5,0,1,36.3
8,No,Not a visible minority,Married,1,4,3,5,3,0,1,45.8
7,No,Not a visible minority,Married,4,1,1,3,1,2,0,31.3
9,No,Not a visible minority,"Single, never married",2,5,5,6,1,2,1,20
5,No,Not a visible minority,"Single, never married",6,1,4,3,3,0,0,49.7
10,Yes,Not a visible minority,"Single, never married",3,5,1,2,1,2,0,24.3
9,No,Not a visible minority,Married,6,5,5,4,1,2,0,28.2
9,No,Not a visible minority,Living common-law,2,4,5,4,2,0,0,31.2
8,No,Not a visible minority,Living common-law,1,4,4,2,1,2,1,25.8
6,No,Not a visible minority,"Single, never married",6,4,3,6,1,0,0,30.4
9,No,Not a visible minority,Married,6,4,4,6,4,0,1,36.3
8,No,Not a visible minority,Living common-law,2,4,5,4,1,0,0,49.9
6,No,Not a visible minority,"Single, never married",6,3,1,1,1,2,0,22.8
10,No,Not a visible minority,Married,3,4,3,6,2,0,1,38.3
9,No,Not a visible minority,"Single, never married",2,5,5,1,1,2,0,21.8
10,No,Not a visible minority,Living common-law,3,5,4,3,1,2,0,28.7
8,No,Not a visible minority,"Single, never married",5,5,4,1,1,0,0,47.7
9,No,Not a visible minority,"Single, never married",1,4,4,6,1,2,0,16.8
10,No,Visible minority,"Single, never married",6,5,4,6,4,3,1,28.3
8,No,Not a visible minority,"Single, never married",3,3,5,3,3,0,0,39.7
6,No,Not a visible minority,"Single, never married",4,4,3,2,2,0,1,26.9
10,No,Not a visible minority,Widowed,4,1,3,3,3,0,1,42.3
7,No,Not a visible minority,Living common-law,2,1,1,6,2,0,0,24.3
8,No,Not a visible minority,Divorced,7,5,3,4,4,0,0,40.7
7,No,Not a visible minority,Married,1,3,3,4,1,0,0,36.9
8,No,Not a visible minority,"Single, never married",1,5,5,2,1,3,0,21.6
9,No,Not a visible minority,Married,5,3,3,6,4,2,0,33.6
9,No,Not a visible minority,Married,7,3,4,6,3,0,0,36.7
8,No,Not a visible minority,"Single, never married",2,4,5,1,1,2,1,19.8
9,No,Not a visible minority,Married,6,4,4,6,6,0,1,54.3
9,No,Visible minority,"Single, never married",2,5,5,2,2,3,1,23.1
10,No,Not a visible minority,Living common-law,3,5,5,5,3,0,1,35.8
8,No,Not a visible minority,Married,4,4,4,5,3,2,1,32.9
8,No,Not a visible minority,Living common-law,1,3,3,5,3,0,0,45.5
8,No,Not a visible minority,"Single, never married",6,4,4,1,1,2,1,35.5
10,No,Not a visible minority,Divorced,5,4,4,4,4,0,0,49.9
10,No,Visible minority,Living common-law,6,4,1,3,3,2,1,29.1
9,No,Not a visible minority,Married,6,5,4,6,4,0,0,33.6
6,No,Not a visible minority,"Single, never married",3,5,3,3,3,0,0,41
9,No,Not a visible minority,Married,7,4,4,6,2,0,0,34.3
7,No,Not a visible minority,Married,5,3,3,6,3,2,1,32.3
9,No,Not a visible minority,Married,3,4,4,5,3,0,1,34.4
7,No,Visible minority,"Single, never married",7,3,4,6,6,1,0,41.3
10,No,Not a visible minority,"Single, never married",6,4,3,2,1,0,0,49.4
8,No,Not a visible minority,"Single, never married",6,4,4,1,1,0,0,30.8
7,Don't know,Not a visible minority,Living common-law,5,4,3,3,2,0,1,30.4
9,No,Not a visible minority,Married,2,3,4,4,2,2,1,35.6
7,No,Not a visible minority,Married,7,4,4,3,2,0,1,37.9
8,No,Not a visible minority,"Single, never married",2,4,3,1,1,3,1,21.6
8,No,Not a visible minority,Living common-law,2,3,3,4,2,3,1,25.3
8,No,Not a visible minority,Living common-law,7,5,5,6,3,0,0,35.6
10,No,Not a visible minority,Living common-law,4,4,5,4,2,0,0,41.2
7,No,Not a visible minority,"Single, never married",6,4,4,6,1,2,0,25.8
9,No,Not a visible minority,Married,7,5,3,6,3,0,0,37.2
10,No,Visible minority,"Single, never married",1,5,4,6,1,3,1,17
7,No,Not a visible minority,Married,3,4,4,3,2,0,1,44.8
10,No,Not a visible minority,Living common-law,2,4,5,3,1,2,1,24.3
9,No,Not a visible minority,Living common-law,3,4,4,6,2,0,0,29.7
8,Yes,Not a visible minority,Living common-law,3,4,3,6,2,0,0,41.8
8,No,Not a visible minority,"Single, never married",2,3,3,6,1,3,1,18.8
8,No,Not a visible minority,Married,1,3,3,4,2,0,1,42.9
8,No,Not a visible minority,Divorced,1,4,4,3,3,0,0,44.6
9,No,Not a visible minority,Married,3,1,5,4,3,2,0,32.4
7,Yes,Not a visible minority,Living common-law,3,2,1,1,1,0,0,31.3
9,No,Not a visible minority,Married,4,5,4,3,2,0,1,43.3
8,No,Not a visible minority,"Single, never married",4,5,5,3,3,1,1,40.1
8,No,Not a visible minority,"Single, never married",2,4,4,6,1,3,0,17.9
9,No,Not a visible minority,"Single, never married",4,4,5,5,3,2,0,27.3
8,No,Not a visible minority,Married,3,5,4,1,1,0,0,32.5
9,No,Not a visible minority,Married,2,4,5,3,3,0,1,29.2
8,No,Visible minority,"Single, never married",6,5,4,6,2,2,0,29
8,No,Not a visible minority,Married,4,4,3,3,2,2,0,30
7,No,Not a visible minority,"Single, never married",5,4,3,3,3,0,1,42.3
8,No,Not a visible minority,"Single, never married",2,4,4,2,2,2,1,36.8
7,No,Not a visible minority,Married,6,4,3,6,4,0,1,28.6
10,No,Not a visible minority,Married,3,5,5,6,6,3,1,30.5
9,No,Not a visible minority,Married,3,5,4,6,4,2,1,31
8,Yes,Not a visible minority,"Single, never married",4,4,3,4,2,0,0,45.5
8,No,Not a visible minority,"Single, never married",2,4,4,4,1,3,1,24.7
9,No,Not a visible minority,Living common-law,3,4,5,4,2,0,0,30.2
8,No,Not a visible minority,Married,4,5,5,2,1,0,0,49.8
10,No,Not a visible minority,Married,6,3,3,2,1,2,0,28.3
7,No,Not a visible minority,"Single, never married",2,4,4,4,1,2,1,18.1
8,No,Not a visible minority,"Single, never married",3,3,4,1,1,0,1,22.4
7,No,Not a visible minority,Married,7,4,1,6,5,0,0,45.4
7,No,Not a visible minority,"Single, never married",3,4,4,1,1,3,1,35.8
5,No,Not a visible minority,"Single, never married",4,0,3,2,1,0,1,44.1
7,No,Not a visible minority,"Single, never married",2,3,5,3,3,0,1,34.6
7,No,Not a visible minority,Living common-law,3,4,4,5,4,2,1,30.9
8,No,Not a visible minority,"Single, never married",6,4,4,1,1,2,0,26.8
10,No,Not a visible minority,Married,3,4,4,6,4,0,1,38.8
9,No,Not a visible minority,Married,7,5,4,6,3,0,0,40.9
8,No,Not a visible minority,"Single, never married",2,4,4,1,1,0,0,28.8
5,No,Not a visible minority,"Single, never married",3,2,3,2,2,0,0,49.3
8,No,Not a visible minority,"Single, never married",6,5,5,4,4,0,1,37.1
10,No,Not a visible minority,Married,3,4,5,6,6,0,1,42.3
6,No,Not a visible minority,"Single, never married",2,1,3,1,1,0,1,30.2
8,No,Not a visible minority,Living common-law,4,4,5,6,5,0,1,40.2
9,No,Not a visible minority,Married,3,3,5,2,2,0,1,36.8
9,No,Not a visible minority,Married,3,3,3,6,3,3,1,30.9
8,No,Not a visible minority,Married,2,4,4,6,3,0,0,35
9,No,Not a visible minority,Married,3,5,5,4,2,0,0,31.3
10,No,Not a visible minority,Living common-law,7,4,4,6,3,4,1,38.1
10,No,Not a visible minority,Married,5,5,5,3,3,0,1,35.4
0,No,Not a visible minority,"Single, never married",1,2,2,2,2,0,1,40.6
8,No,Not a visible minority,Married,6,3,4,6,4,2,1,29.5
6,No,Not a visible minority,Living common-law,7,3,3,3,2,0,0,48.8
9,No,Not a visible minority,Married,5,4,4,5,3,0,0,44.2
9,No,Not a visible minority,Married,6,5,5,6,4,0,0,41.9
7,No,Not a visible minority,"Single, never married",2,3,3,3,3,0,1,29.5
6,No,Not a visible minority,"Single, never married",3,3,1,2,2,0,1,41
8,No,Not a visible minority,Married,4,4,4,6,5,2,0,41
10,No,Not a visible minority,Living common-law,4,4,4,4,1,0,0,41.8
10,No,Not a visible minority,"Single, never married",2,5,5,4,1,0,1,23.5
8,No,Not a visible minority,Married,3,4,4,5,3,0,0,29.8
8,No,Not a visible minority,"Single, never married",3,4,3,6,1,2,1,20.1
10,No,Not a visible minority,Living common-law,6,4,5,6,3,1,0,39.3
8,No,Not a visible minority,"Single, never married",6,3,5,2,2,0,0,27.6
9,No,Not a visible minority,Living common-law,3,4,5,2,2,2,1,37.9
9,No,Not a visible minority,Living common-law,3,3,3,3,2,2,0,23.3
7,No,Not a visible minority,Married,4,3,3,3,1,0,1,43.2
9,No,Not a visible minority,Living common-law,3,4,4,5,5,2,1,27.7
8,No,Not a visible minority,"Single, never married",7,5,5,6,5,4,0,27.7
8,No,Not a visible minority,"Single, never married",1,4,4,4,1,3,0,17.8
8,No,Not a visible minority,Living common-law,2,3,3,2,1,2,0,22.5
8,No,Not a visible minority,"Single, never married",1,1,4,2,2,0,1,52.7
8,No,Not a visible minority,"Single, never married",5,5,4,6,1,2,1,21
7,No,Not a visible minority,Married,2,1,1,6,1,0,0,47.3
9,No,Not a visible minority,Married,6,3,5,5,4,0,1,31.4
8,No,Not a visible minority,Married,3,3,3,3,2,0,0,26.5
9,No,Not a visible minority,Living common-law,1,5,3,4,2,0,1,29.7
5,No,Not a visible minority,"Single, never married",2,1,5,5,1,2,1,24
10,No,Not a visible minority,Married,3,4,5,3,1,0,0,31.9
8,No,Not a visible minority,Married,6,5,4,4,2,2,1,31.2
8,No,Not a visible minority,Married,6,4,4,5,3,0,0,41.3
8,No,Not a visible minority,Divorced,7,4,1,4,4,0,0,41.5
8,No,Not a visible minority,Married,3,5,5,5,5,0,1,35.8
7,No,Not a visible minority,"Single, never married",1,3,1,6,2,1,1,18.7
8,No,Not a visible minority,Living common-law,4,3,3,6,3,2,1,36.7
8,No,Not a visible minority,Married,7,3,4,6,5,0,0,47.3
7,No,Not a visible minority,Living common-law,4,4,3,3,1,4,0,21.2
9,No,Visible minority,Living common-law,6,3,0,6,2,0,0,44.9
10,No,Not a visible minority,Living common-law,2,5,5,4,2,3,0,24.9
9,No,Not a visible minority,"Single, never married",1,3,5,2,2,0,1,47.7
10,No,Visible minority,"Single, never married",1,5,4,3,1,2,1,15.5
7,No,Visible minority,"Single, never married",6,4,3,1,1,2,1,23.4
8,No,Not a visible minority,Divorced,7,4,4,5,5,0,0,39.5
9,No,Not a visible minority,Married,6,3,3,6,5,0,1,39.6
8,No,Visible minority,Married,6,4,4,6,4,0,0,39.9
8,No,Not a visible minority,Living common-law,1,4,4,4,2,0,0,45.1
9,No,Not a visible minority,Married,6,3,3,3,2,0,0,44.6
8,No,Not a visible minority,"Single, never married",2,5,4,6,1,2,1,24
9,No,Not a visible minority,"Single, never married",6,5,4,5,5,1,1,34.4
8,No,Not a visible minority,Living common-law,2,3,3,3,2,0,0,50
6,No,Not a visible minority,Separated,2,3,5,4,1,0,1,29.2
9,No,Visible minority,"Single, never married",1,4,4,2,1,0,0,16
7,No,Not a visible minority,"Single, never married",2,3,3,3,3,1,1,29.7
8,No,Not a visible minority,Divorced,2,4,4,3,3,0,1,46.8
8,No,Not a visible minority,Married,3,5,4,6,5,0,0,43.2
7,Don't know,Not a visible minority,Living common-law,2,1,1,4,1,0,0,32.4
6,No,Not a visible minority,"Single, never married",3,4,3,2,2,0,1,34.8
9,No,Not a visible minority,Living common-law,2,5,5,5,1,0,1,43.7
9,Yes,Not a visible minority,Married,3,4,4,6,3,0,0,37.3
7,No,Not a visible minority,"Single, never married",3,3,3,2,2,2,0,31.5
8,No,Not a visible minority,Married,7,4,4,6,6,0,1,51
8,No,Not a visible minority,Divorced,3,4,4,4,4,0,0,38.7
9,No,Not a visible minority,Divorced,2,4,4,2,2,0,0,31.6
8,No,Not a visible minority,"Single, never married",3,4,4,2,2,0,1,35.8
9,No,Not a visible minority,Married,5,4,4,6,6,0,0,43.4
9,No,Not a visible minority,Married,5,3,3,6,6,0,0,48.6
10,No,Not a visible minority,Separated,3,5,4,2,2,0,0,45.3
5,No,Not a visible minority,"Single, never married",2,1,2,3,1,2,0,27.3
2,No,Not a visible minority,Divorced,1,1,1,1,1,0,1,42.7
8,No,Visible minority,Married,6,5,5,6,4,0,1,50.2
2,No,Not a visible minority,"Single, never married",3,2,1,4,4,0,0,31.8
8,No,Not a visible minority,"Single, never married",6,4,4,3,3,2,1,26.2
5,No,Not a visible minority,Married,4,1,3,6,6,0,1,42.3
8,No,Not a visible minority,"Single, never married",6,4,3,2,2,0,0,31.8
9,No,Not a visible minority,Married,6,4,5,6,4,2,1,32.8
8,No,Not a visible minority,Living common-law,3,4,3,6,2,2,0,28.8
9,No,Not a visible minority,Married,3,3,3,6,6,0,1,55.5
9,No,Not a visible minority,Married,6,4,3,4,2,2,0,28.8
9,No,Not a visible minority,"Single, never married",6,4,5,2,2,2,1,28.8
7,Yes,Not a visible minority,"Single, never married",4,3,4,1,1,0,0,26.8
8,No,Not a visible minority,"Single, never married",3,4,5,6,2,3,1,23.8
7,No,Not a visible minority,Married,3,4,4,5,2,0,0,31.6
8,No,Not a visible minority,Living common-law,3,3,3,4,1,2,0,30.8
10,No,Not a visible minority,Married,3,5,4,3,2,3,0,29.3
9,No,Visible minority,Divorced,5,4,4,3,3,0,0,43.5
10,No,Not a visible minority,Married,4,5,5,6,6,0,1,48.3
7,No,Not a visible minority,Married,3,3,3,6,4,2,1,31.1
8,No,Not a visible minority,Married,1,1,1,3,1,0,0,45.9
7,No,Not a visible minority,"Single, never married",6,1,1,4,4,0,0,41.8
7,No,Not a visible minority,"Single, never married",2,4,4,4,1,3,0,19.6
10,No,Not a visible minority,Married,6,4,4,6,2,0,0,39.4
8,No,Not a visible minority,"Single, never married",2,4,3,3,3,0,0,37.8
8,No,Not a visible minority,"Single, never married",1,5,4,6,1,2,1,17.1
10,No,Not a visible minority,Married,6,5,5,6,5,0,1,44.8
7,No,Not a visible minority,"Single, never married",7,5,3,4,4,0,0,30.7
7,No,Not a visible minority,"Single, never married",1,5,3,2,2,2,1,29.3
10,No,Visible minority,"Single, never married",1,5,5,3,1,2,0,15.8
10,No,Not a visible minority,Living common-law,2,5,5,4,1,3,1,24.6
8,No,Not a visible minority,"Single, never married",3,3,4,5,5,0,1,38.9
9,No,Not a visible minority,"Single, never married",7,5,5,4,4,2,1,35
7,No,Not a visible minority,"Single, never married",4,3,3,4,4,0,0,47.4
7,No,Not a visible minority,"Single, never married",6,4,3,2,2,0,0,23.6
2,No,Not a visible minority,"Single, never married",6,5,2,5,5,0,1,37.8
9,No,Not a visible minority,"Single, never married",4,4,4,4,1,2,0,22.8
7,No,Not a visible minority,Married,6,1,1,6,6,0,1,46
7,No,Not a visible minority,Married,6,3,4,6,3,0,0,39.8
10,No,Not a visible minority,Divorced,2,2,4,1,1,0,0,37.6
7,No,Not a visible minority,"Single, never married",7,4,4,5,5,2,1,35
7,No,Not a visible minority,"Single, never married",6,3,4,6,3,2,1,25.8
6,No,Not a visible minority,Living common-law,1,5,5,1,1,1,0,28.3
9,No,Not a visible minority,Married,7,4,5,5,3,0,1,45.8
10,No,Not a visible minority,Married,4,4,5,4,2,0,0,32
7,No,Not a visible minority,Living common-law,7,4,3,1,1,0,1,26.5
7,No,Not a visible minority,"Single, never married",2,3,3,5,1,2,1,19.7
10,Yes,Not a visible minority,"Single, never married",2,5,5,1,1,0,0,30.2
8,No,Not a visible minority,"Single, never married",3,5,3,2,1,0,0,22.1
7,No,Not a visible minority,"Single, never married",3,4,3,2,2,0,0,34.7
10,No,Not a visible minority,"Single, never married",6,5,5,4,4,0,0,40.1
10,No,Not a visible minority,Married,3,5,5,6,1,0,0,37.8
10,No,Not a visible minority,Married,2,3,3,6,3,0,1,49.2
9,No,Not a visible minority,"Single, never married",4,4,5,1,1,2,0,33.3
5,No,Not a visible minority,"Single, never married",6,1,1,5,5,0,0,43.5
9,No,Not a visible minority,Living common-law,4,5,5,3,3,0,1,33.9
7,No,Not a visible minority,"Single, never married",3,3,4,2,2,2,0,36.3
8,No,Not a visible minority,Divorced,3,4,4,1,1,0,0,43.1
9,No,Not a visible minority,Living common-law,3,3,5,6,4,0,0,46.8
5,No,Visible minority,Living common-law,3,4,3,1,1,2,1,32.9
8,No,Not a visible minority,Living common-law,1,4,4,4,3,0,0,33.5
5,No,Not a visible minority,Married,6,1,1,4,4,0,0,39.6
5,No,Not a visible minority,"Single, never married",3,3,5,4,1,1,1,31.3
7,No,Not a visible minority,Living common-law,3,5,4,4,2,0,0,34.5
8,No,Not a visible minority,Married,2,3,3,6,5,0,1,46.4
8,No,Not a visible minority,Living common-law,3,3,3,6,4,0,0,48.1
7,No,Not a visible minority,"Single, never married",3,5,5,3,3,2,0,27.4
10,No,Not a visible minority,Married,1,4,3,3,2,0,1,46.2
7,No,Not a visible minority,Married,5,4,3,6,3,0,1,40
8,Yes,Not a visible minority,Living common-law,2,1,5,4,1,0,0,36.6
10,No,Not a visible minority,"Single, never married",4,5,4,2,2,2,1,22.5
10,No,Not a visible minority,Married,5,4,4,6,3,0,0,45.5
8,No,Not a visible minority,"Single, never married",3,4,5,6,2,3,1,22.6
10,No,Not a visible minority,"Single, never married",3,5,4,2,2,2,0,28.9
10,No,Not a visible minority,Married,3,5,5,6,5,0,1,45.4
8,No,Not a visible minority,Living common-law,7,3,3,5,3,2,0,27.3
9,No,Not a visible minority,Living common-law,2,4,4,4,2,2,1,36.8
10,No,Not a visible minority,Married,3,3,3,2,2,0,1,60.1
7,No,Visible minority,Married,6,4,3,5,2,2,0,31.5
6,No,Not a visible minority,"Single, never married",3,3,5,2,2,1,1,34.1
6,No,Visible minority,"Single, never married",2,3,3,1,1,2,1,22.6
9,No,Not a visible minority,Married,6,4,4,5,1,0,1,39.7
10,No,Not a visible minority,Married,2,4,4,5,2,0,0,46.1
10,No,Not a visible minority,"Single, never married",1,5,5,6,1,0,0,18.1
10,No,Visible minority,"Single, never married",6,5,4,3,2,2,0,26.5
7,Yes,Not a visible minority,"Single, never married",7,3,3,1,1,0,0,41.2
8,No,Not a visible minority,"Single, never married",3,4,4,2,2,1,1,47.8
10,No,Not a visible minority,Married,6,5,5,6,5,0,0,47.2
9,No,Not a visible minority,Married,7,5,4,6,3,2,0,32.2
8,No,Don't know,Married,6,4,4,5,3,0,0,36.5
8,No,Not a visible minority,"Single, never married",6,3,5,3,3,0,1,41.4
8,No,Not a visible minority,Married,6,4,4,6,4,1,0,29.6
8,No,Not a visible minority,Married,7,5,4,6,3,0,0,43.9
10,No,Not a visible minority,"Single, never married",6,5,5,6,1,3,0,25.1
9,No,Not a visible minority,Married,7,5,5,6,6,0,1,39
10,No,Not a visible minority,"Single, never married",2,3,5,2,2,3,1,24.2
8,No,Not a visible minority,"Single, never married",3,4,4,5,5,1,1,32.3
10,No,Not a visible minority,Married,2,3,4,6,3,2,1,33.5
7,No,Not a visible minority,Divorced,6,3,3,2,2,2,1,46.7
7,No,Not a visible minority,"Single, never married",6,4,4,4,4,0,1,52.3
10,No,Not a visible minority,"Single, never married",3,4,4,4,4,0,1,42.7
8,No,Not a visible minority,"Single, never married",1,5,1,3,1,0,0,17.1
9,No,Not a visible minority,Living common-law,3,4,4,4,2,2,0,29.9
5,No,Not a visible minority,Married,4,5,3,2,2,2,0,42.3
8,No,Not a visible minority,"Single, never married",2,3,3,3,3,0,0,31.5
10,Yes,Not a visible minority,"Single, never married",2,4,4,2,2,0,0,23.6
8,No,Not a visible minority,Married,1,3,3,3,2,2,1,31.7
8,No,Not a visible minority,Living common-law,1,4,3,1,1,0,0,45.2
7,No,Not a visible minority,"Single, never married",3,3,3,2,2,0,0,40.1
10,No,Not a visible minority,Married,6,1,5,5,1,0,0,37.5
6,Don't know,Not a visible minority,Married,6,3,4,5,2,2,0,35.8
8,No,Not a visible minority,Living common-law,3,3,3,1,1,0,1,33.3
10,No,Not a visible minority,Living common-law,6,5,5,5,3,0,0,44.3
9,No,Not a visible minority,Married,3,4,4,6,2,0,0,34.3
8,No,Visible minority,"Single, never married",2,3,3,6,2,0,1,36.1
7,Yes,Not a visible minority,Divorced,3,4,1,5,5,0,0,43.3
7,No,Not a visible minority,Separated,2,3,3,2,2,0,0,35.3
10,No,Not a visible minority,Married,5,5,5,5,3,0,0,49.8
8,No,Not a visible minority,Divorced,7,5,5,3,4,0,0,45.3
9,No,Not a visible minority,Married,4,5,3,6,4,0,1,45.3
8,No,Not a visible minority,"Single, never married",7,4,3,3,3,2,0,35.3
8,No,Not a visible minority,Married,6,4,3,6,2,0,0,42.9
8,No,Not a visible minority,Living common-law,3,5,4,6,3,1,0,38.3
8,No,Not a visible minority,Married,4,3,3,6,3,0,1,41.8
9,No,Not a visible minority,"Single, never married",2,4,4,5,1,3,1,19.4
9,No,Not a visible minority,"Single, never married",3,3,4,3,3,2,1,29.3
